"county","total_itop","asian_itop","hispanic_itop","white_itop","black_itop","native_american_itop","other_itop","year","tot_pop","urban","total_rate","white_rate","black_rate","hispanic_rate","asian_rate","native_american_rate","other_rate"
"Frio",28,0,17,11,0,0,0,2021,8232,"Rural",3.40136054421769,7.85153461812991,0,2.5820170109356,0,0,0
"Gaines",1,0,1,0,0,0,0,2021,10680,"Rural",0.0936329588014981,0,0,0.243072435585805,0,0,0
"Galveston",563,17,134,252,155,1,2,2021,179120,"Urban",3.14314426083073,2.59734905485354,6.83692823430815,2.98082484317302,2.59819654592694,1.9047619047619,0.270087778528022
"Garza",0,0,0,0,0,0,0,2021,2056,"Rural",0,0,0,0,0,0,0
"Gillespie",15,0,7,8,0,0,0,2021,13807,"Rural",1.08640544651264,0.772349874493145,0,2.4330900243309,0,0,0
"Glasscock",0,0,0,0,0,0,0,2021,537,"Rural",0,0,0,0,0,0,0
"Goliad",4,0,3,1,0,0,0,2021,3547,"Rural",1.12771356075557,0.473036896877956,0,2.58843830888697,0,0,0
"Gonzales",17,0,9,5,2,0,0,2021,9869,"Rural",1.72256560948424,1.18483412322275,3.85356454720617,1.84388444990781,0,0,0
"Gray",2,0,0,2,0,0,0,2021,10054,"Rural",0.198925800676348,0.311332503113325,0,0,0,0,0
"Grayson",126,2,23,77,20,2,2,2021,69368,"Urban",1.81639949256141,1.57136443410473,5.32056397978186,2.21175112991634,1.96078431372549,2.06185567010309,0.474158368895211
"Gregg",173,1,26,54,85,0,7,2021,64235,"Urban",2.69323577488908,1.52194132070686,6.36322802814793,2.23367697594502,1.17370892018779,0,2.61291526689063
"Grimes",38,0,3,23,12,0,0,2021,13431,"Rural",2.82927555654828,2.89891605747416,7.56143667296786,0.908540278619019,0,0,0
"Guadalupe",208,7,80,84,30,0,1,2021,87955,"Urban",2.36484565971235,1.97044334975369,5.12908189434091,2.40724580988776,3.659174072138,0,0.244678248103744
"Hale",21,1,12,3,5,0,0,2021,15831,"Rural",1.32651127534584,0.564759036144578,8.92857142857143,1.26568927328341,14.9253731343284,0,0
"Hall",1,0,0,0,1,0,0,2021,1429,"Rural",0.699790062981106,0,10.752688172043,0,0,0,0
"Hamilton",4,1,2,1,0,0,0,2021,4175,"Rural",0.958083832335329,0.29120559114735,0,3.85356454720617,38.4615384615385,0,0
"Hansford",0,0,0,0,0,0,0,2021,2662,"Rural",0,0,0,0,0,0,0
"Hardeman",5,0,3,2,0,0,0,2021,1782,"Rural",2.80583613916947,1.6273393002441,0,7.35294117647059,0,0,0
"Hardin",45,1,4,27,13,0,0,2021,28638,"Urban",1.57133878064111,1.13155358115754,8.20707070707071,2.34741784037559,4.31034482758621,0,0
"Harris",14122,516,5215,2640,5618,45,26,2021,2400848,"Urban",5.88208832879049,4.02459270054744,11.8952086743131,5.14363210454938,2.90272496118449,10.5164758121056,0.339106844741235
"Harrison",71,1,10,24,34,0,2,2021,35205,"Urban",2.01675898309899,1.12628466844995,4.7699214365881,2.05086136177194,3.690036900369,0,1.37551581843191
"Hartley",1,0,1,0,0,0,0,2021,2271,"Rural",0.440334654337296,0,0,1.74520069808028,0,0,0
"Haskell",1,0,0,1,0,0,0,2021,2588,"Rural",0.386398763523957,0.555247084952804,0,0,0,0,0
"Hays",566,9,239,239,46,0,8,2021,122717,"Urban",4.61223791324755,3.8799961037696,10.7201118620368,5.04442896641972,3.51425224521671,0,1.21728545343883
"Hemphill",0,0,0,0,0,0,0,2021,1701,"Rural",0,0,0,0,0,0,0
"Henderson",61,2,12,36,7,1,3,2021,41767,"Rural",1.46048315655901,1.13888010123379,2.97492562685933,2.15827338129496,6.77966101694915,5.78034682080925,1.68918918918919
"Hidalgo",1050,7,787,240,13,1,0,2021,447177,"Urban",2.34806351847255,9.29080210591514,11.4942528735632,1.90602589967087,1.56145438322552,3.06748466257669,0
"Hill",35,0,12,18,5,0,0,2021,18014,"Rural",1.94293327412013,1.47468458135343,4.97017892644135,3.12825860271116,0,0,0
"Hockley",10,0,5,5,0,0,0,2021,10972,"Rural",0.911410864017499,1.00040016006403,0,0.931445603576751,0,0,0
"Hood",27,1,3,23,0,0,0,2021,31519,"Rural",0.856626161997525,0.895568880928277,0,0.773594636410521,3.7593984962406,0,0
"Hopkins",21,0,2,16,3,0,0,2021,18773,"Rural",1.11862781654504,1.19420809075981,2.48756218905473,0.634316523945449,0,0,0
"Houston",14,0,2,5,7,0,0,2021,10137,"Rural",1.38107921475782,0.794659885568976,3.03951367781155,1.81653042688465,0,0,0
"Howard",21,0,6,10,4,0,0,2021,15173,"Rural",1.38403743491729,1.29785853341986,6.49350649350649,0.975134080936129,0,0,0
"Hudspeth",0,0,0,0,0,0,0,2021,1518,"Rural",0,0,0,0,0,0,0
"Hunt",97,1,16,48,28,1,3,2021,50646,"Urban",1.91525490660664,1.44061946637054,6.94789081885856,1.66892667153437,1.74825174825175,2.75482093663912,1.08108108108108
"Hutchinson",3,0,1,1,1,0,0,2021,10371,"Rural",0.289268151576511,0.144341801385681,5.49450549450549,0.407166123778502,0,0,0
"Irion",3,0,1,2,0,0,0,2021,757,"Rural",3.96301188903567,3.53982300884956,0,5.88235294117647,0,0,0
"Jack",3,0,0,3,0,0,0,2021,3764,"Rural",0.797024442082891,1.001001001001,0,0,0,0,0
"Jackson",14,0,1,7,6,0,0,2021,7555,"Rural",1.85307743216413,1.62942271880819,11.7647058823529,0.416666666666667,0,0,0
"Jasper",32,0,4,12,16,0,0,2021,16730,"Rural",1.91273161984459,0.990180707979206,5.65770862800566,3.83877159309021,0,0,0
"Jeff Davis",0,0,0,0,0,0,0,2021,1003,"Rural",0,0,0,0,0,0,0
"Jefferson",492,13,69,116,292,1,1,2021,125579,"Urban",3.91785250718671,2.45903376931719,6.85864612204632,2.57328261356008,2.64873675631622,3.26797385620915,0.262881177707676
"Jim Hogg",7,0,6,1,0,0,0,2021,2483,"Rural",2.81917035843737,5.18134715025907,0,2.70758122743682,0,0,0
"Jim Wells",40,0,28,10,1,0,0,2021,19876,"Rural",2.0124773596297,2.8137310073157,12.1951219512195,1.76924049033236,0,0,0
"Johnson",169,1,38,97,29,0,3,2021,90166,"Urban",1.87432069738039,1.60195537645951,9.62495851310986,1.84474974513326,1.18764845605701,0,0.632911392405063
"Jones",9,1,5,1,2,0,0,2021,7417,"Urban",1.21342860995011,0.193723363037582,9.9009900990099,2.97441998810232,18.5185185185185,0,0
"Karnes",10,0,9,1,0,0,0,2021,6126,"Rural",1.63238654913484,0.430477830391735,0,2.64162019371881,0,0,0
"Kaufman",246,7,57,77,98,1,5,2021,74397,"Urban",3.30658494294125,1.92053475669069,8.67640548915449,3.12517133614782,5.95238095238095,3.43642611683849,1.51377535573721
"Kendall",29,1,12,14,2,0,0,2021,22751,"Urban",1.2746692453079,0.854387892103015,13.1578947368421,2.37576717481687,4.76190476190476,0,0
"Kenedy",0,0,0,0,0,0,0,2021,181,"Rural",0,0,0,0,0,0,0
"Kent",0,0,0,0,0,0,0,2021,383,"Rural",0,0,0,0,0,0,0
"Kerr",51,0,17,32,2,0,0,2021,27075,"Rural",1.88365650969529,1.71627782247251,6.51465798045603,2.51182033096927,0,0,0
"Kimble",5,0,2,1,2,0,0,2021,2166,"Rural",2.3084025854109,0.619578686493185,400,4.18410041841004,0,0,0
"King",0,0,0,0,0,0,0,2021,142,"Rural",0,0,0,0,0,0,0
"Kinney",2,0,2,0,0,0,0,2021,1386,"Rural",1.44300144300144,0,0,2.83687943262411,0,0,0
"Kleberg",49,0,29,15,3,0,0,2021,15418,"Rural",3.17810351537164,4.71401634192332,6.12244897959184,2.62253572074516,0,0,0
"Knox",2,0,0,2,0,0,0,2021,1674,"Rural",1.194743130227,2.0639834881321,0,0,0,0,0
"La Salle",10,0,8,2,0,0,0,2021,2792,"Rural",3.58166189111748,4.70588235294118,0,3.43053173241852,0,0,0
"Lamar",36,0,4,13,18,0,1,2021,25990,"Rural",1.38514813389765,0.712094653812445,5.26161940952938,1.84331797235023,0,0,0.685400959561343
"Lamb",3,1,2,0,0,0,0,2021,6574,"Rural",0.456343170063888,0,0,0.537489922063961,333.333333333333,0,0
"Lampasas",14,0,4,9,1,0,0,2021,10915,"Urban",1.28263857077416,1.16913484021824,3.21543408360129,1.94269062651773,0,0,0
"Lavaca",9,0,4,4,1,0,0,2021,10375,"Rural",0.867469879518072,0.537851284119941,1.61030595813205,2.0253164556962,0,0,0
"Lee",22,0,11,5,3,0,1,2021,8712,"Rural",2.52525252525253,0.943218260705527,3.84615384615385,4.89541611036938,0,0,2.9585798816568
"Leon",10,0,1,4,5,0,0,2021,7931,"Rural",1.26087504728281,0.67125356603457,11.0619469026549,0.863557858376511,0,0,0
"Liberty",117,1,45,55,16,0,0,2021,46230,"Urban",2.53082414016872,2.14793407795048,4.50196961170512,2.99580587177951,3.52112676056338,0,0
"Limestone",23,3,3,9,8,0,0,2021,10974,"Rural",2.09586294878804,1.41866330390921,4.44691495275153,1.28921357971637,42.8571428571429,0,0
"Lipscomb",0,0,0,0,0,0,0,2021,1536,"Rural",0,0,0,0,0,0,0
"Live Oak",11,0,6,4,1,0,0,2021,4943,"Rural",2.2253692089824,1.39178844815588,43.4782608695652,3.20684126135756,0,0,0
"Llano",17,0,3,14,0,0,0,2021,10820,"Rural",1.57116451016636,1.56093209945367,0,2.41351568785197,0,0,0
"Loving",1,1,0,0,0,0,0,2021,27,"Rural",37.037037037037,0,0,0,Inf,0,0
"Lubbock",174,6,64,65,35,2,2,2021,157970,"Urban",1.10147496360068,0.817394147457904,2.73801142141907,1.16236832546313,1.25418060200669,2.82485875706215,0.391083300743058
"Lynn",1,0,0,1,0,0,0,2021,2724,"Rural",0.367107195301028,0.681663258350375,0,0,0,0,0
"Madison",15,0,2,6,7,0,0,2021,5775,"Rural",2.5974025974026,1.76522506619594,8.13953488372093,1.57232704402516,0,0,0
"Marion",8,0,0,5,3,0,0,2021,4995,"Rural",1.6016016016016,1.4168319637291,3.1055900621118,0,0,0,0
"Martin",4,0,3,0,0,0,0,2021,2626,"Urban",1.52322924600152,0,0,2.61780104712042,0,0,0
"Mason",4,0,1,3,0,0,0,2021,1974,"Rural",2.02634245187437,2.0066889632107,0,2.42130750605327,0,0,0
"Matagorda",46,1,13,17,12,2,0,2021,18247,"Rural",2.52096234997534,2.18593287900219,6.33245382585752,1.69513626287652,2.55102040816327,45.4545454545455,0
"Maverick",60,0,46,9,2,2,0,2021,29965,"Rural",2.00233605873519,12.5173852573018,51.2820512820513,1.61103912023255,0,4.49438202247191,0
"McCulloch",5,0,0,3,2,0,0,2021,3885,"Rural",1.28700128700129,1.18858954041204,40,0,0,0,0
"McLennan",313,7,114,99,87,1,1,2021,134170,"Urban",2.33286129537154,1.37387418643056,4.56525161358031,3.3070317939197,2.7602523659306,2.08333333333333,0.179662234998203
"McMullen",0,0,0,0,0,0,0,2021,299,"Rural",0,0,0,0,0,0,0
"Medina",48,3,27,16,1,0,0,2021,24667,"Urban",1.94591964973446,1.45839030170449,3.125,2.15689407253555,22.2222222222222,0,0
"Menard",3,0,0,3,0,0,0,2021,985,"Rural",3.04568527918782,4.75435816164818,0,0,0,0,0
"Midland",149,2,76,40,30,0,1,2021,84137,"Urban",1.77092123560384,1.05800513132489,5.93589236248516,2.08688011422923,1.02040816326531,0,0.389105058365759
"Milam",23,0,8,9,5,0,1,2021,12457,"Rural",1.84635144898451,1.15740740740741,4.76644423260248,2.57981296356014,0,0,2.1978021978022
"Mills",1,0,1,0,0,0,0,2021,2238,"Rural",0.446827524575514,0,0,2.80898876404494,0,0,0
"Mitchell",5,0,3,2,0,0,0,2021,3495,"Rural",1.43061516452074,1.03359173126615,0,2.34558248631744,0,0,0
"Montague",17,0,4,9,3,1,0,2021,10145,"Rural",1.67570231641203,1.0827718960539,90.9090909090909,3.38123415046492,0,11.3636363636364,0
"Montgomery",759,17,219,385,134,3,1,2021,314750,"Urban",2.41143764892772,2.04891859673025,7.53189815075038,2.66429840142096,1.47813233631858,3.08008213552361,0.0695313586427479
"Moore",5,0,3,2,0,0,0,2021,10436,"Rural",0.479110770410119,0.601322910402886,0,0.487884208814441,0,0,0
"Morris",12,0,1,4,4,0,3,2021,6200,"Rural",1.93548387096774,0.993541977148535,3.10800310800311,1.78890876565295,0,0,11.2359550561798
"Motley",0,0,0,0,0,0,0,2021,537,"Rural",0,0,0,0,0,0,0
"Nacogdoches",78,0,16,29,32,0,1,2021,33820,"Rural",2.3063276167948,1.49223011217454,5.57685604740328,2.31046931407942,0,0,0.816326530612245
"Navarro",60,0,21,16,22,0,0,2021,26632,"Rural",2.25292880744968,1.16312881651643,6.71345743057675,2.67720550739419,0,0,0
"Newton",12,0,0,4,7,1,0,2021,6185,"Rural",1.94017784963622,0.85726532361766,6.61000944287063,0,0,41.6666666666667,0
"Nolan",4,0,1,3,0,0,0,2021,7446,"Rural",0.5372011818426,0.731528895391368,0,0.364298724954463,0,0,0
"Nueces",575,8,340,181,32,0,2,2021,178091,"Urban",3.22868645804673,3.46876197776926,5.25106662290778,3.07103114386878,1.885458402074,0,0.44974139869575
"Ochiltree",2,0,1,1,0,0,0,2021,4943,"Rural",0.404612583451345,0.461041954817888,0,0.380228136882129,0,0,0
"Oldham",0,0,0,0,0,0,0,2021,863,"Rural",0,0,0,0,0,0,0
"Orange",106,1,10,63,29,1,1,2021,42887,"Urban",2.47161144402733,1.92372286176677,7.02349237103415,2.83527076835838,1.62866449511401,5.49450549450549,0.593119810201661
"Palo Pinto",16,0,3,12,0,0,0,2021,14418,"Rural",1.1097239561659,1.12549240292628,0,1.09930377427629,0,0,0
"Panola",14,0,1,6,6,0,1,2021,11422,"Rural",1.22570478024864,0.729128691213999,3.584229390681,0.962463907603465,0,0,2.55102040816327
"Parker",95,1,15,74,4,0,0,2021,74715,"Urban",1.27149836043632,1.24453414059872,5.29100529100529,1.52998776009792,1.76056338028169,0,0
"Parmer",0,0,0,0,0,0,0,2021,4793,"Rural",0,0,0,0,0,0,0
"Pecos",10,0,7,2,1,0,0,2021,6728,"Rural",1.48632580261593,1.36892539356605,25,1.39331210191083,0,0,0
"Polk",40,2,16,17,4,1,0,2021,23682,"Rural",1.68904653323199,0.986880297225125,2.24466891133558,5.26835693118209,11.2994350282486,2.04498977505112,0
"Potter",21,0,8,10,3,0,0,2021,57859,"Urban",0.362951312673914,0.397282587104207,0.584795321637427,0.366333913362029,0,0,0
"Presidio",4,0,1,3,0,0,0,2021,3147,"Rural",1.27105179536066,6.57894736842105,0,0.384024577572965,0,0,0
"Rains",7,0,1,5,1,0,0,2021,6054,"Rural",1.15626032375289,0.99304865938431,6.80272108843537,1.81488203266788,0,0,0
"Randall",11,0,8,3,0,0,0,2021,71900,"Urban",0.152990264255911,0.0610662161336943,0,0.501064762620569,0,0,0
